q301,q302,q303_1,q303_10,q303_11,q303_2,q303_3,q303_4,q303_5,q303_6,q303_7,q303_8,q303_9,q308a,q308b,q308c,q308d,q308e,q309a,q309b,q316,q317,q318a,q320a,q320c,q320d,q321a,q321b,q321c,q321d,q321e,q321f,q322a,q322b,q322c,q322c_new,q322d_new,q322f,q324a,q324b,q324c,q324d,q325a,q325b,q325c,q325d,q325e_new,q325f_new,q326,q327a,q327c,q327d,q327e,q328b,q328d,q328e,q328f,q331a,q331b,q331c,q332a,q332b,q332c,q332e,q334A,q334B,q334C,q334D,q334E,q334F,q335,q401,q414A,q414B,q414C,q414D,q414E,q415a,q415b,q415c,q415d,q416,q417_a,q417_b,q417_c,q417_d,q417_e,q417a_1,q417a_2,q417a_3,q417a_4,q417a_5,q417a_6,q417a_7,q417a_8,q418a,q422a,q422b,q422c,q422d,q422e,q422f,q422g,q422h,q426_1,q426_2,q426_3,q426_4,q426_5,q427_a,q427_b,q427_c,q427_d,qapp_dtrmp,children,edloan,educ,employ,gender,hadjob,hispanic,ideo5,immstat,income,industryclass,investor,marstat,metro,newsint,ownhome,pew_bornagain,pew_churatd,pew_prayer,pew_religimp,pid3,pid7,race,religion,sexuality,trans,union,urbancity,votereg,age,health_ins,military,abbr,state,dem_agree,gop_agree,econ,social,inc3,st_type,fname,lname,loc,cutout
2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,6,5,5,2,5,5,2,5,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,5,4,4,5,1,5,4,2,4,3,3,2,2,1,1,2,2,1,2,2,5,1,1,,2,4,4,10,7,2,1,ST. LOUIS,1,1,2,3,3,2,2,7,1,2,1,2,3,2,1,54,employer,no,MO,Missouri,0.265625,0.703125,0.45714285714285713,0.5,$$,red,Richard,Myers,a suburb of St Louis,S
1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,4,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,5,6,6,1,6,4,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,4,2,1,3,3,4,3,4,4,2,3,3,2,2,3,3,2,2,2,5,1,2,,2,3,5,9,19,1,1,BIRMINGHAM (ANN AND TUSC),1,1,1,4,2,2,3,5,1,1,1,2,3,4,1,44,employer,no,AL,Alabama,0.25,0.765625,0.5428571428571428,0.4642857142857143,$$,red,Donna,Hines,"Birmingham, Alabama",p
2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,,,2,2,2,2,1,2,1,1,1,,,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,6,1,7,1,6,4,2,5,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,5,4,3,4,2,3,4,1,3,3,1,2,1,3,3,3,4,2,2,2,4,6,1,1,2,5,5,4,7,1,1,,3,1,2,5,6,3,3,5,1,11,4,2,3,3,1,47,medicaid,veteran,CT,Connecticut,0.4166666666666667,0.5833333333333334,0.02857142857142857,0,$,blue,Brian,Fields,a town in Connecticut,G
5,4,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,4,4,1,2,5,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,4,3,1,4,1,7,1,5,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,5,2,3,1,4,5,2,1,1,1,3,3,3,4,5,5,4,1,2,2,1,1,,2,2,1,2,6,2,6,MONTEREY-SALINAS,2,2,2,4,3,3,3,4,3,2,4,2,3,4,1,43,medicaid,family_veteran,CA,California,0.65625,0.34375,-0.37142857142857144,0.03571428571428571,$,blue,Ronald,Jimenez,"Monterey, California",R
4,4,2,1,2,1,2,2,2,2,2,2,2,4,3,4,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,3,3,7,4,7,7,1,5,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,4,5,2,4,2,4,4,3,2,3,3,1,4,3,3,4,4,1,2,5,2,2,,2,2,4,6,18,1,6,,1,1,2,5,3,4,1,1,1,11,1,2,3,1,1,61,purchased,family_veteran,NJ,New Jersey,0.75,0.3125,-0.7714285714285715,-0.35714285714285715,$$,blue,Julia,Everett,a city in New Jersey,r
2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,0,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,7,5,6,1,5,5,2,5,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,3,1,3,4,2,2,4,3,5,5,3,3,3,3,2,2,3,1,0,2,4,1,1,,2,5,5,4,9,2,5,FARGO-VALLEY CITY,1,2,1,5,3,1,4,5,1,1,1,2,3,2,2,39,employer,family_serving,ND,North Dakota,0.15625,0.75,0.5428571428571428,0.6785714285714286,$,red,Aaron,Horton,a suburb of Fargo,Y
4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,4,4,4,4,4,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,3,3,2,2,2,2,3,3,3,3,5,3,3,3,3,0,2,2,1,2,,2,3,1,2,12,2,6,FLINT-SAGINAW-BAY CITY,2,1,2,6,3,3,2,7,1,11,1,2,3,4,1,21,medicare,no,MI,Michigan,0.625,0.390625,-0.2571428571428571,-0.4642857142857143,$,blue,Emily,Owens,"Flint, Michigan",p
2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,6,6,7,1,6,5,2,5,2,2,2,1,1,2,1,,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,5,1,1,4,1,4,5,3,5,3,3,3,2,3,3,3,3,1,1,2,2,1,1,,2,4,5,11,22,1,1,ATLANTA,1,1,2,6,7,4,2,7,1,9,1,2,3,2,1,38,employer,no,GA,Georgia,0.15873015873015872,0.7301587301587301,0.6285714285714286,0.75,$$,red,Robert,Cohen,a suburb of Atlanta,U
2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,1,1,2,,0,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,6,5,3,6,4,1,,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,2,3,1,2,5,3,2,1,2,1,2,2,3,3,4,0,2,2,4,1,2,2,2,5,8,,2,5,KNOXVILLE,1,2,2,5,6,3,1,1,1,5,1,2,3,2,2,35,no,no,TN,Tennessee,0.859375,0.203125,-0.6,-0.7142857142857143,$$,red,Jeffrey,Oliver,a suburb of Knoxville,B
3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,5,2,5,4,4,1,1,0,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,3,4,5,4,4,4,3,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,4,5,2,3,1,4,4,2,5,1,1,1,2,2,3,2,3,2,0,1,3,2,2,,2,2,5,9,17,2,6,,4,2,2,5,6,4,3,4,1,11,1,2,3,3,1,27,employer,no,MA,Massachusetts,0.484375,0.5,-0.2,0.10714285714285714,$$,blue,Jessica,Newman,a town in Massachusetts,p
6,3,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,5,4,4,2,,0,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,3,,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,5,1,2,1,7,2,2,2,3,5,1,,2,6,EUGENE,4,2,2,6,2,3,3,4,1,11,1,2,3,4,2,28,medicaid,no,OR,Oregon,0.546875,0.40625,-0.34285714285714286,-0.10714285714285714,$,blue,Amber,Spence,"Eugene, Oregon",a
2,4,2,1,2,2,2,2,2,2,2,2,2,4,3,3,4,3,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,7,4,7,5,3,5,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,4,5,1,5,1,2,5,3,2,1,2,2,2,2,2,4,4,1,2,5,1,1,,2,2,4,10,8,1,1,CHICAGO,1,1,2,5,7,4,1,2,1,10,1,2,2,2,1,62,employer,family_veteran,IL,Illinois,0.84375,0.171875,-0.4857142857142857,-0.8571428571428571,$$,blue,Steven,Hancock,a suburb of Chicago,L
3,4,2,2,1,1,2,2,2,2,1,2,2,4,4,4,2,5,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,6,8,5,7,7,1,5,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,5,5,1,5,1,1,5,4,1,1,3,3,2,2,4,3,4,0,1,3,2,2,,2,1,5,3,9,2,5,"\""COLUMBUS",1,2,1,5,1,2,4,3,2,1,1,2,2,2,1,26,no,family_veteran,OH,Ohio,0.671875,0.375,-0.34285714285714286,-0.21428571428571427,$,purple,Sharon,Terrell,a suburb of Columbus,e
1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,6,6,1,6,4,2,5,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,4,4,2,4,2,4,5,2,5,3,3,2,2,3,2,3,5,1,5,2,2,5,1,2,2,4,5,6,7,1,1,TAMPA-ST. PETE (SARASOTA),1,1,1,2,3,1,2,7,1,2,1,2,3,2,1,77,medicare,no,FL,Florida,0.171875,0.796875,0.6,0.6428571428571429,$$,purple,Gregory,Marshall,a suburb of Tampa,H
4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,6,7,4,7,4,1,5,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,5,4,1,5,1,1,5,3,1,1,2,3,3,3,5,3,4,2,2,2,6,2,2,2,2,4,4,,2,3,MILWAUKEE,2,2,2,6,5,3,1,2,1,11,1,2,3,1,1,51,medicaid,family_veteran,WI,Wisconsin,0.828125,0.25,-0.3142857142857143,-0.8571428571428571,$,purple,Kimberly,Sawyer,"Milwaukee, Wisconsin",r
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,5,5,5,4,4,1,2,0,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,8,8,8,8,8,8,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,5,,5,3,1,3,5,3,3,1,1,2,2,3,3,4,4,3,1,2,2,7,2,1,2,6,5,2,21,2,1,JONESBORO,3,2,2,5,6,4,5,8,1,11,4,2,3,3,1,27,medicare,no,AR,Arkansas,0.6031746031746031,0.30158730158730157,-0.42857142857142855,-0.35714285714285715,$,red,Barbara,Madden,"Jonesboro, Arkansas",e
2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,4,1,1,4,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,6,8,6,1,6,6,2,5,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,3,3,3,5,1,3,5,2,3,2,3,3,2,3,3,3,3,2,0,2,2,4,1,2,2,4,3,12,,2,5,COLORADO SPRINGS-PUEBLO,2,3,1,1,1,1,2,7,1,11,1,2,3,2,1,23,employer,no,CO,Colorado,0.40625,0.5625,0,0.32142857142857145,$$$,purple,Christian,Buck,a suburb of Colorado Springs,N
3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1,2,1,1,2,,0,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,8,3,7,4,1,,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,,2,5,2,1,4,2,2,5,2,1,1,3,1,3,4,3,2,4,2,2,3,5,2,2,2,2,5,4,23,2,4,BAKERSFIELD,1,2,2,5,6,3,1,1,1,2,1,2,1,1,2,72,employer,family_veteran,CA,California,0.84375,0.1875,-0.4857142857142857,-0.7857142857142857,$,blue,Virginia,Blackwell,"Bakersfield, California",e
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,2,0,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,7,7,4,7,7,1,5,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,4,1,4,1,1,5,2,2,1,3,1,2,3,3,3,4,2,2,2,7,2,2,2,1,5,6,,2,1,SHERMAN-ADA,2,2,2,6,6,4,1,1,2,11,1,2,3,3,1,37,no,family_veteran,TX,Texas,0.875,0.125,-0.5714285714285714,-0.7857142857142857,$$,red,Sarah,Young,"Sherman, Texas",b
1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,4,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,4,5,1,4,4,2,5,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,5,4,2,5,1,5,4,2,2,2,1,1,1,2,2,3,3,2,0,1,2,2,1,,2,4,5,1,9,2,5,CHICAGO,2,2,1,1,1,1,4,5,5,1,1,2,3,1,1,36,medicare,no,IL,Illinois,0.25,0.6875,0.4,0.5357142857142857,$,blue,Donald,Gardner,Chicago,L
2,3,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,3,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,4,5,7,1,7,4,1,5,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,3,2,5,3,2,5,4,3,3,3,3,2,2,4,3,3,0,2,2,1,2,,2,3,5,5,5,1,5,CHICAGO,2,1,2,5,7,4,2,6,1,2,1,2,3,2,1,22,employer,no,IL,Illinois,0.7301587301587301,0.30158730158730157,-0.42857142857142855,-0.35714285714285715,$$,blue,Deborah,Lynn,a suburb of Chicago,p
3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,3,5,4,5,5,6,2,3,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,4,2,2,1,2,3,3,1,3,3,2,1,3,1,2,2,3,2,0,1,5,8,2,1,2,2,3,8,19,2,5,HOUSTON,3,1,1,2,4,2,1,2,4,2,1,2,3,2,1,23,employer,no,TX,Texas,0.421875,0.609375,0.2,-0.07142857142857142,$$,red,Linda,Bautista,a suburb of Houston,o
1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,5,5,1,1,1,1,0,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,7,6,6,1,5,5,2,,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,4,2,2,4,3,4,4,2,2,2,3,2,2,2,1,2,2,5,1,1,,2,5,4,5,22,1,1,RALEIGH-DURHAM (FAYETVLLE),1,1,1,2,1,1,2,6,1,1,1,2,3,2,2,26,employer,serving,NC,North Carolina,0.15625,0.765625,0.6857142857142857,0.6428571428571429,$$,purple,Gary,Yates,a suburb of Raleigh,L
5,2,2,1,2,2,2,2,2,1,2,2,2,4,4,4,2,2,1,1,2,,,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,4,5,1,6,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,4,3,5,1,1,5,3,5,2,4,2,2,4,4,3,4,3,2,2,1,1,,2,3,5,8,22,2,1,MONROE-EL DORADO,2,2,2,5,3,2,1,2,2,12,1,2,2,2,2,35,employer,no,LA,Louisiana,0.65625,0.4375,0,-0.10714285714285714,$$,red,Anthony,Drake,a suburb of Monroe,W
1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,6,5,1,4,4,2,5,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,5,1,1,5,1,5,5,1,3,3,3,1,3,1,1,5,3,1,1,1,3,1,1,,2,3,5,13,22,1,1,MILWAUKEE,1,1,2,6,7,4,2,6,1,2,1,2,3,1,1,57,employer,family_veteran,WI,Wisconsin,0.15625,0.734375,0.5428571428571428,0.7142857142857143,$$$,purple,Adam,Burgess,"Milwaukee, Wisconsin",L
6,3,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,5,1,1,1,1,0,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,4,7,6,2,6,4,3,5,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,5,4,2,4,2,2,4,3,2,1,3,2,4,3,4,3,3,0,2,3,8,2,2,2,3,5,9,,2,5,FT. SMITH-FAY-SPRNGDL-RGRS,3,1,1,1,1,1,3,4,1,1,1,2,3,2,1,21,employer,no,OK,Oklahoma,0.625,0.34375,-0.22857142857142856,-0.21428571428571427,$$,red,Elizabeth,Murray,a suburb of Ft Smith,i
4,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,4,1,1,5,1,4,1,5,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,4,2,1,2,4,4,2,3,2,1,1,2,4,3,4,4,3,2,2,2,1,2,,2,4,5,5,6,2,5,CLEVELAND-AKRON (CANTON),3,1,2,4,3,2,1,1,1,2,1,2,3,1,1,29,medicaid,no,OH,Ohio,0.5625,0.4375,0,-0.35714285714285715,$$,purple,Linda,Horne,"Cleveland, Ohio",n
1,2,2,1,2,2,2,2,2,2,1,2,2,4,4,4,2,3,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,4,4,4,4,4,4,1,5,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,5,5,3,1,2,5,5,1,1,1,3,1,3,3,3,3,4,,1,2,1,1,,1,2,3,7,4,1,5,NEW YORK,2,2,2,5,6,2,3,3,2,2,1,1,3,1,2,32,medicare,no,NY,New York,0.5625,0.328125,-0.14285714285714285,-0.17857142857142858,$$,blue,Christopher,Howard,New York City,X
1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,4,4,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,7,1,6,1,5,4,2,5,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,3,4,1,5,2,2,5,4,4,4,3,1,2,3,3,3,4,1,0,2,3,5,2,2,2,5,5,8,22,1,4,"\""PORTLAND",1,1,1,1,1,1,2,7,1,1,1,2,3,4,1,69,employer,family_veteran,OR,Oregon,0.203125,0.765625,0.4857142857142857,0.6785714285714286,$$,blue,Stephanie,Scott,"Portland, Oregon",i
2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,0,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,5,3,4,1,6,4,2,5,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,5,3,2,5,2,4,5,2,4,3,3,2,2,1,1,1,1,1,4,1,3,1,1,,2,3,5,6,1,1,1,RICHMOND-PETERSBURG,1,1,2,5,6,2,3,5,1,10,1,2,3,4,1,47,no,no,VA,Virginia,0.21875,0.75,0.4857142857142857,0.6428571428571429,$$,purple,Timothy,Everett,"Richmond, Virginia",C
4,2,2,2,2,2,2,2,2,1,1,2,2,5,5,5,4,5,1,1,2,,0,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,4,7,7,2,7,5,1,5,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,4,4,2,5,1,4,5,3,1,1,2,2,2,2,5,5,3,2,1,3,7,2,1,2,3,5,2,19,2,5,KNOXVILLE,3,1,2,2,3,1,1,1,2,1,1,2,3,1,1,27,medicaid,family_veteran,TN,Tennessee,0.625,0.359375,-0.14285714285714285,-0.5714285714285714,$,red,Jessica,Rivers,"Knoxville, Tennessee",d
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,5,5,1,1,2,,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,4,8,6,2,6,6,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,3,2,,2,2,4,3,2,1,2,1,3,3,3,3,4,3,2,6,5,1,2,2,3,5,7,15,1,1,NORFOLK-PORTSMTH-NEWPT NWS,3,1,2,3,5,2,3,4,1,1,1,2,3,3,1,73,medicare,family_veteran,VA,Virginia,0.8095238095238095,0.23809523809523808,-0.5142857142857142,-0.8214285714285714,$$,purple,Tyler,Bradford,"Norfolk, Virginia",I
3,3,2,2,2,2,2,2,2,2,2,2,2,4,5,2,5,5,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,5,7,3,7,4,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,5,1,4,2,2,4,2,1,1,2,1,3,3,3,3,4,0,1,6,8,2,1,2,2,4,5,14,2,5,ALBUQUERQUE-SANTA FE,1,2,2,3,1,2,1,2,1,11,1,2,3,1,1,38,school,no,NM,New Mexico,0.8095238095238095,0.2222222222222222,-0.5142857142857142,-0.8571428571428571,$$,purple,Jennifer,Long,"Albuquerque, New Mexico",o
3,2,2,2,2,2,2,1,2,2,2,2,2,4,3,3,3,3,1,2,1,2,0,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,4,5,1,4,1,4,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,1,2,3,2,1,2,3,3,2,3,3,3,3,4,2,2,5,1,1,2,3,1,6,7,2,3,PHILADELPHIA,2,2,1,5,2,1,1,1,2,1,1,2,3,1,1,57,medicaid,family_veteran,PA,Pennsylvania,0.59375,0.34375,-0.2857142857142857,-0.07142857142857142,$$,purple,Keith,Knox,"Philadelphia, Pennsylvania",S
2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,2,,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,4,5,7,3,6,6,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,2,3,1,3,4,1,3,2,1,2,2,3,3,2,2,3,2,2,4,1,1,,2,3,4,6,9,2,1,PHOENIX (PRESCOTT),2,1,2,2,3,2,3,4,1,11,1,2,3,1,1,40,employer,no,AZ,Arizona,0.578125,0.359375,-0.2,0.25,$$,red,Joseph,Hoover,"Phoenix, Arizona",D
3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,6,6,2,6,5,1,5,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,3,3,4,1,2,4,2,2,2,2,2,3,3,3,3,4,2,2,2,7,2,2,2,2,3,3,,2,6,ALBUQUERQUE-SANTA FE,1,1,2,4,4,2,1,1,1,2,1,2,3,4,1,50,medicaid,family_veteran,NM,New Mexico,0.765625,0.265625,-0.34285714285714286,-0.6071428571428571,$,purple,Donna,Mercado,"Albuquerque, New Mexico",r
